num_of_features,time
136,1598537694.703204608
136,1598537694.802643456
135,1598537694.902685184
115,1598537695.002489344
97,1598537695.102608896
89,1598537695.202398720
89,1598537695.302222336
89,1598537695.402703616
85,1598537695.503401472
85,1598537695.604009984
77,1598537695.704362240
68,1598537695.804226048
589,1598537695.904278784
489,1598537696.004132608
401,1598537696.103810304
333,1598537696.203000320
250,1598537696.303184128
216,1598537696.402724096
206,1598537696.502637824
205,1598537696.603169792
200,1598537696.703492608
192,1598537696.803767296
187,1598537696.903966464
185,1598537697.003785728
167,1598537697.103819264
166,1598537697.203604992
165,1598537697.303470848
165,1598537697.403373312
165,1598537697.503249664
137,1598537697.603335168
114,1598537697.703052800
103,1598537697.803430144
86,1598537697.903967488
71,1598537698.004059648
59,1598537698.104036096
531,1598537698.203718912
400,1598537698.303409664
301,1598537698.402907392
232,1598537698.502621952
225,1598537698.602518528
197,1598537698.702190848
183,1598537698.802339584
154,1598537698.902828032
151,1598537699.002951936
149,1598537699.103831808
131,1598537699.204142336
127,1598537699.304279808
116,1598537699.404285696
116,1598537699.503909376
114,1598537699.603536896
114,1598537699.703383040
95,1598537699.803111424
95,1598537699.903269376
92,1598537700.003686144
51,1598537700.104567040
277,1598537700.204825600
191,1598537700.304686848
153,1598537700.404611072
149,1598537700.504380416
119,1598537700.603583232
109,1598537700.702985728
99,1598537700.802432768
98,1598537700.902303488
83,1598537701.002434816
71,1598537701.103268352
67,1598537701.203990528
317,1598537701.304719104
206,1598537701.404720128
151,1598537701.504759552
140,1598537701.604305664
105,1598537701.704070400
56,1598537701.803518208
200,1598537701.903376384
164,1598537702.003476480
140,1598537702.103674112
109,1598537702.204179712
88,1598537702.304676608
59,1598537702.404742400
213,1598537702.504436736
143,1598537702.603580672
121,1598537702.702465792
115,1598537702.802170880
102,1598537702.901993728
100,1598537703.001725696
82,1598537703.102285824
76,1598537703.204187392
64,1598537703.304775680
228,1598537703.405322240
172,1598537703.504624896
153,1598537703.604696832
124,1598537703.704100352
110,1598537703.803268608
97,1598537703.903266560
89,1598537704.003154176
82,1598537704.102168320
76,1598537704.202090496
56,1598537704.301794304
183,1598537704.401362944
164,1598537704.502129664
130,1598537704.602456320
112,1598537704.702997248
87,1598537704.802915072
85,1598537704.903193856
67,1598537705.003770112
198,1598537705.103958272
149,1598537705.204228096
98,1598537705.304475136
85,1598537705.404529408
71,1598537705.504548864
61,1598537705.605214464
222,1598537705.705425152
185,1598537705.805591808
161,1598537705.905298176
144,1598537706.004286720
101,1598537706.103330560
72,1598537706.202824448
56,1598537706.301979392
191,1598537706.401971456
120,1598537706.502470144
68,1598537706.602056704
282,1598537706.702539520
223,1598537706.803378432
179,1598537706.904060928
167,1598537707.005063424
150,1598537707.104896768
123,1598537707.204882432
104,1598537707.304422400
101,1598537707.404078592
90,1598537707.503975936
90,1598537707.603846400
76,1598537707.703697152
71,1598537707.803640064
68,1598537707.904354816
291,1598537708.004295424
217,1598537708.104991488
187,1598537708.205271552
167,1598537708.304583424
147,1598537708.404174592
145,1598537708.503460096
134,1598537708.603739648
112,1598537708.704212480
106,1598537708.804492288
105,1598537708.904565248
101,1598537709.004520448
69,1598537709.104053760
442,1598537709.203916544
350,1598537709.303887104
295,1598537709.403480320
219,1598537709.503322112
141,1598537709.602878720
88,1598537709.702231552
79,1598537709.802203904
70,1598537709.902418944
59,1598537710.002702080
238,1598537710.103721216
194,1598537710.203721728
145,1598537710.304422400
129,1598537710.404123392
99,1598537710.503733760
82,1598537710.603501824
66,1598537710.703072256
275,1598537710.802564608
161,1598537710.902428160
135,1598537711.002640128
108,1598537711.102785280
99,1598537711.203289088
92,1598537711.303835392
59,1598537711.403970560
460,1598537711.503948800
300,1598537711.603951872
247,1598537711.704188928
204,1598537711.803796992
123,1598537711.903745280
112,1598537712.003729664
102,1598537712.104042496
99,1598537712.203897088
89,1598537712.304165376
72,1598537712.404210944
68,1598537712.504551936
344,1598537712.604486912
165,1598537712.704631808
136,1598537712.804759040
112,1598537712.904200192
105,1598537713.004015360
95,1598537713.103740672
71,1598537713.203595776
65,1598537713.303491328
381,1598537713.403872256
211,1598537713.504287744
129,1598537713.604371200
97,1598537713.704225792
88,1598537713.804227584
82,1598537713.904446976
81,1598537714.004014336
71,1598537714.103576320
50,1598537714.204027904
226,1598537714.303717376
174,1598537714.403722240
138,1598537714.503946752
85,1598537714.603533568
72,1598537714.703465216
68,1598537714.803332352
287,1598537714.903677952
151,1598537715.004181248
125,1598537715.104244992
109,1598537715.203294464
104,1598537715.303394560
89,1598537715.403894016
84,1598537715.503872512
77,1598537715.604144896
68,1598537715.704260096
337,1598537715.804754176
189,1598537715.904882176
119,1598537716.004413440
85,1598537716.104048384
58,1598537716.203085568
363,1598537716.302550272
194,1598537716.402580224
145,1598537716.502992384
115,1598537716.603383808
88,1598537716.703979520
72,1598537716.804411648
53,1598537716.904951808
290,1598537717.004754176
182,1598537717.104478720
113,1598537717.204159488
76,1598537717.303457536
59,1598537717.402441472
320,1598537717.502645248
232,1598537717.602780672
201,1598537717.702679296
125,1598537717.803264000
105,1598537717.903427072
95,1598537718.003951360
83,1598537718.104255488
71,1598537718.204758272
60,1598537718.304901120
346,1598537718.404619520
249,1598537718.503851520
192,1598537718.603863040
173,1598537718.703898368
152,1598537718.803763712
125,1598537718.904519680
115,1598537719.004836864
107,1598537719.105338624
86,1598537719.205334016
77,1598537719.304975104
73,1598537719.404974336
70,1598537719.504454912
62,1598537719.603684864
254,1598537719.703721984
170,1598537719.803569664
133,1598537719.903684352
105,1598537720.004115712
87,1598537720.104944896
69,1598537720.205431552
280,1598537720.305629952
178,1598537720.405489664
103,1598537720.505339136
94,1598537720.604629760
75,1598537720.703668736
52,1598537720.803814912
230,1598537720.903415296
138,1598537721.003481856
111,1598537721.104268032
81,1598537721.205017856
73,1598537721.305716992
61,1598537721.406032384
226,1598537721.505552384
174,1598537721.604918528
98,1598537721.703829760
61,1598537721.803068416
124,1598537721.903484672
75,1598537722.003414784
54,1598537722.103462912
243,1598537722.204169984
121,1598537722.304273152
101,1598537722.404491264
77,1598537722.504012288
50,1598537722.604092416
158,1598537722.703839488
138,1598537722.802980864
95,1598537722.902819840
82,1598537723.003017472
67,1598537723.102773760
128,1598537723.202737664
77,1598537723.302989824
48,1598537723.403363328
148,1598537723.504086016
106,1598537723.605099776
72,1598537723.705773312
66,1598537723.806061312
220,1598537723.905924096
171,1598537724.005749760
157,1598537724.106375680
97,1598537724.206467072
66,1598537724.306773504
361,1598537724.406495232
262,1598537724.505829120
238,1598537724.605234688
194,1598537724.705037312
166,1598537724.804440320
151,1598537724.903800576
126,1598537725.003133184
99,1598537725.103364352
83,1598537725.203510272
73,1598537725.303491840
68,1598537725.403727872
367,1598537725.503586560
273,1598537725.603810560
226,1598537725.703684352
192,1598537725.803441664
157,1598537725.903368192
135,1598537726.003424512
115,1598537726.102808832
97,1598537726.202286592
94,1598537726.303255040
88,1598537726.403462400
71,1598537726.504207616
63,1598537726.605384192
241,1598537726.705338624
202,1598537726.805447168
167,1598537726.905012736
142,1598537727.004432128
129,1598537727.103858176
101,1598537727.203070720
73,1598537727.303402752
67,1598537727.403545344
359,1598537727.503635456
279,1598537727.603717632
218,1598537727.704072960
168,1598537727.804565760
133,1598537727.904732928
102,1598537728.004908288
85,1598537728.105250304
60,1598537728.204636160
428,1598537728.304380672
252,1598537728.403956992
216,1598537728.504090112
179,1598537728.604083968
165,1598537728.704244736
151,1598537728.804431616
144,1598537728.904412160
135,1598537729.004152576
130,1598537729.104032000
123,1598537729.203924992
108,1598537729.303142656
100,1598537729.403080960
95,1598537729.503425280
89,1598537729.603338752
84,1598537729.703491328
83,1598537729.803684096
79,1598537729.903480320
68,1598537730.003416320
358,1598537730.103418112
174,1598537730.203810304
126,1598537730.304228096
49,1598537730.403942912
361,1598537730.503963648
271,1598537730.603962368
230,1598537730.704295680
192,1598537730.804671232
160,1598537730.905086976
149,1598537731.004860416
134,1598537731.105444864
120,1598537731.205914112
110,1598537731.306531072
107,1598537731.406673152
99,1598537731.506531072
93,1598537731.606785024
86,1598537731.706347776
84,1598537731.805573632
82,1598537731.904967168
77,1598537732.004157696
66,1598537732.103684352
126,1598537732.203177216
114,1598537732.302747904
103,1598537732.402373120
83,1598537732.502347264
70,1598537732.602144000
63,1598537732.702436608
274,1598537732.803019008
193,1598537732.903027712
125,1598537733.003715584
106,1598537733.103915008
87,1598537733.204301568
63,1598537733.304686336
279,1598537733.404520960
198,1598537733.504537088
128,1598537733.603852800
115,1598537733.703544064
106,1598537733.803916288
100,1598537733.904039936
95,1598537734.004221696
82,1598537734.104870912
76,1598537734.204836864
70,1598537734.305551616
64,1598537734.405741056
482,1598537734.505637888
397,1598537734.605401344
249,1598537734.704720384
185,1598537734.804588800
160,1598537734.904412928
130,1598537735.003971328
120,1598537735.104142592
113,1598537735.204948224
85,1598537735.304794112
78,1598537735.405063424
71,1598537735.505314304
68,1598537735.605323264
318,1598537735.704885504
222,1598537735.804174336
148,1598537735.904566528
116,1598537736.004851456
99,1598537736.104765952
76,1598537736.205219328
62,1598537736.305658624
180,1598537736.406037760
147,1598537736.505441792
115,1598537736.605395456
98,1598537736.705426432
77,1598537736.805225472
62,1598537736.904943360
211,1598537737.005318400
127,1598537737.105872384
118,1598537737.205992192
97,1598537737.306390016
84,1598537737.406177792
75,1598537737.506257152
62,1598537737.605635072
351,1598537737.705251328
279,1598537737.804764416
218,1598537737.903638528
146,1598537738.002929152
99,1598537738.102956800
93,1598537738.203206400
86,1598537738.303426048
75,1598537738.403982848
71,1598537738.504324096
67,1598537738.604928000
225,1598537738.704909312
148,1598537738.805163008
100,1598537738.905223680
78,1598537739.004523008
56,1598537739.104368896
196,1598537739.203947520
117,1598537739.303800320
100,1598537739.403971584
85,1598537739.504579328
75,1598537739.605307904
73,1598537739.705689600
65,1598537739.805571072
258,1598537739.905567488
173,1598537740.005219584
131,1598537740.104221184
91,1598537740.204182784
82,1598537740.304493056
70,1598537740.404325632
47,1598537740.504722432
230,1598537740.605396992
157,1598537740.706373376
123,1598537740.806582784
74,1598537740.906753792
55,1598537741.006868480
226,1598537741.106564864
161,1598537741.205806336
107,1598537741.305735936
75,1598537741.405200896
58,1598537741.504262912
146,1598537741.604101376
81,1598537741.703654912
59,1598537741.803879424
102,1598537741.903653376
64,1598537742.003663872
96,1598537742.103343616
46,1598537742.203287552
100,1598537742.303603968
75,1598537742.404329728
56,1598537742.504773376
162,1598537742.605188352
93,1598537742.705911552
71,1598537742.806277888
63,1598537742.906427136
192,1598537743.005965056
143,1598537743.105508864
120,1598537743.204904448
106,1598537743.304331264
101,1598537743.404014592
93,1598537743.503876352
91,1598537743.603900928
78,1598537743.704385024
64,1598537743.804862208
247,1598537743.905228544
210,1598537744.005540096
154,1598537744.105527296
141,1598537744.205634816
123,1598537744.305221376
114,1598537744.404722176
106,1598537744.504450048
98,1598537744.604303104
84,1598537744.704397568
78,1598537744.804132096
74,1598537744.904669184
71,1598537745.005335040
65,1598537745.105338112
332,1598537745.205102336
240,1598537745.305116672
177,1598537745.404819456
133,1598537745.504155648
100,1598537745.603916032
87,1598537745.704232448
78,1598537745.804169728
72,1598537745.904256256
69,1598537746.004968448
283,1598537746.105285376
193,1598537746.205513984
169,1598537746.305409792
151,1598537746.405572096
134,1598537746.505169152
117,1598537746.604296960
89,1598537746.704407040
79,1598537746.803930368
57,1598537746.903822592
290,1598537747.003940864
197,1598537747.104324352
142,1598537747.204176896
109,1598537747.303922176
100,1598537747.403986688
85,1598537747.504190208
64,1598537747.604179200
264,1598537747.703693568
186,1598537747.804373248
154,1598537747.904361984
135,1598537748.004578048
108,1598537748.105254656
92,1598537748.205523456
88,1598537748.305422592
78,1598537748.404793088
63,1598537748.504776960
262,1598537748.604532736
197,1598537748.704018432
150,1598537748.804122624
112,1598537748.904556288
91,1598537749.004864256
81,1598537749.105225984
63,1598537749.205461504
261,1598537749.305562368
213,1598537749.405644288
160,1598537749.505351680
137,1598537749.605091328
115,1598537749.704975872
92,1598537749.804701952
88,1598537749.904694784
70,1598537750.004520192
58,1598537750.104608000
185,1598537750.204799488
135,1598537750.305135872
112,1598537750.405527552
91,1598537750.505205504
75,1598537750.605445120
60,1598537750.705100032
279,1598537750.805063424
176,1598537750.904604672
111,1598537751.004460032
70,1598537751.104730368
60,1598537751.204473088
325,1598537751.305219328
244,1598537751.405590272
186,1598537751.505859328
129,1598537751.605610240
107,1598537751.705608448
96,1598537751.805339136
85,1598537751.904987392
67,1598537752.004293888
304,1598537752.104568320
149,1598537752.204673536
123,1598537752.304774656
89,1598537752.405210880
67,1598537752.505301504
119,1598537752.605009408
87,1598537752.705016064
62,1598537752.805068288
131,1598537752.904874752
73,1598537753.004518144
58,1598537753.104398080
182,1598537753.203761664
125,1598537753.304111360
106,1598537753.403727872
86,1598537753.504002816
46,1598537753.604348416
169,1598537753.705270784
85,1598537753.805144576
60,1598537753.905374208
110,1598537754.004999424
89,1598537754.104360960
75,1598537754.203973376
72,1598537754.304244992
66,1598537754.404184320
185,1598537754.504598016
138,1598537754.604978176
91,1598537754.705086208
75,1598537754.804963072
59,1598537754.904956928
207,1598537755.004199168
116,1598537755.104174592
95,1598537755.203796992
80,1598537755.303909376
52,1598537755.404535808
125,1598537755.504503552
76,1598537755.604962048
67,1598537755.705713408
123,1598537755.805762560
90,1598537755.905482752
81,1598537756.005257216
70,1598537756.105015296
59,1598537756.204632320
153,1598537756.303721216
92,1598537756.404039168
78,1598537756.503840256
63,1598537756.604002048
149,1598537756.704667392
94,1598537756.804820992
77,1598537756.905171712
65,1598537757.005158912
116,1598537757.105200640
99,1598537757.205030400
86,1598537757.304528640
79,1598537757.404038912
70,1598537757.504267264
61,1598537757.604119040
137,1598537757.704219648
106,1598537757.804698880
89,1598537757.904779520
80,1598537758.004641024
67,1598537758.104644352
202,1598537758.204556032
172,1598537758.304475648
132,1598537758.404295680
115,1598537758.504300288
86,1598537758.604565760
73,1598537758.704458240
57,1598537758.804621056
121,1598537758.905252864
98,1598537759.005503744
83,1598537759.105248512
76,1598537759.205136896
65,1598537759.305008128
133,1598537759.405213184
115,1598537759.504887808
104,1598537759.605321984
91,1598537759.705302528
68,1598537759.805376512
165,1598537759.905545728
135,1598537760.005792256
101,1598537760.105979648
82,1598537760.205641728
76,1598537760.305656064
68,1598537760.405570048
243,1598537760.505123328
172,1598537760.605338880
149,1598537760.705465344
123,1598537760.805481984
109,1598537760.905865472
94,1598537761.006350080
73,1598537761.106465024
68,1598537761.206311168
244,1598537761.305890816
164,1598537761.405629440
143,1598537761.505278720
123,1598537761.604743424
99,1598537761.705271552
96,1598537761.805132800
83,1598537761.905126656
77,1598537762.005686784
73,1598537762.105687296
71,1598537762.205973760
60,1598537762.305629696
146,1598537762.405386752
117,1598537762.505007616
95,1598537762.604477696
75,1598537762.703959040
54,1598537762.804267776
164,1598537762.903903744
128,1598537763.004116224
106,1598537763.104281856
94,1598537763.204468224
84,1598537763.305370368
73,1598537763.405418240
55,1598537763.505637120
138,1598537763.605420800
100,1598537763.704695808
93,1598537763.805009664
83,1598537763.904934656
79,1598537764.005055744
69,1598537764.105173248
144,1598537764.205350144
108,1598537764.305535488
91,1598537764.405438208
83,1598537764.505355008
75,1598537764.604897536
71,1598537764.704395008
59,1598537764.803838720
139,1598537764.904354048
96,1598537765.004247296
71,1598537765.104749056
62,1598537765.205485312
152,1598537765.305676288
95,1598537765.406486016
87,1598537765.506286848
78,1598537765.606349056
75,1598537765.705960704
60,1598537765.805197824
155,1598537765.905086720
104,1598537766.004727552
92,1598537766.104551168
71,1598537766.205104640
69,1598537766.305519104
154,1598537766.405639936
90,1598537766.505760512
80,1598537766.605636608
65,1598537766.705895424
151,1598537766.805418240
115,1598537766.904694272
96,1598537767.004941312
87,1598537767.104664832
72,1598537767.204433664
60,1598537767.304939520
141,1598537767.405450752
90,1598537767.505453824
72,1598537767.605448448
64,1598537767.705617920
180,1598537767.805666816
151,1598537767.905286144
118,1598537768.005005824
65,1598537768.105459456
137,1598537768.205469440
100,1598537768.305603840
85,1598537768.405566976
79,1598537768.505737472
72,1598537768.606190848
70,1598537768.706435328
60,1598537768.806875648
107,1598537768.907036416
82,1598537769.006738944
52,1598537769.106814464
161,1598537769.207287808
125,1598537769.306685440
87,1598537769.406729984
81,1598537769.506248192
76,1598537769.605830400
49,1598537769.705349120
221,1598537769.804710912
195,1598537769.904241152
176,1598537770.003933696
147,1598537770.103537664
125,1598537770.203289344
116,1598537770.303838464
108,1598537770.403646976
99,1598537770.504190720
88,1598537770.604669440
70,1598537770.705136128
48,1598537770.805310208
226,1598537770.905182976
146,1598537771.005088768
132,1598537771.104884992
117,1598537771.204063488
98,1598537771.303680256
76,1598537771.403786240
63,1598537771.503891968
168,1598537771.603808000
109,1598537771.704157952
90,1598537771.803820032
88,1598537771.904523264
82,1598537772.004782336
72,1598537772.105999616
67,1598537772.206109696
253,1598537772.305934592
185,1598537772.405732352
145,1598537772.505629696
129,1598537772.605495296
96,1598537772.705272320
85,1598537772.805130240
79,1598537772.904907008
75,1598537773.004827648
73,1598537773.104404480
73,1598537773.204258304
71,1598537773.303964672
70,1598537773.403585792
66,1598537773.503402496
268,1598537773.603653888
217,1598537773.704227840
197,1598537773.804555776
157,1598537773.904990464
150,1598537774.005445888
131,1598537774.105637376
121,1598537774.205216256
118,1598537774.304984832
106,1598537774.404984576
102,1598537774.504226560
97,1598537774.604196608
90,1598537774.704177664
83,1598537774.804352000
62,1598537774.904924160
418,1598537775.005186304
340,1598537775.105778688
248,1598537775.206173696
220,1598537775.305950208
209,1598537775.406007808
198,1598537775.505826816
173,1598537775.605402624
158,1598537775.705271040
144,1598537775.805245952
135,1598537775.905074688
132,1598537776.005509888
129,1598537776.105860352
122,1598537776.206049280
119,1598537776.305308928
109,1598537776.405190912
100,1598537776.505212928
84,1598537776.604815616
73,1598537776.704347136
63,1598537776.804726528
338,1598537776.904786176
296,1598537777.005311488
243,1598537777.105866496
223,1598537777.206132480
211,1598537777.306776832
197,1598537777.406070528
186,1598537777.505985792
180,1598537777.605818368
151,1598537777.705126912
139,1598537777.804604928
119,1598537777.904838400
108,1598537778.005110528
103,1598537778.105618176
103,1598537778.206051072
86,1598537778.306892544
73,1598537778.407056640
70,1598537778.507130880
66,1598537778.607183104
456,1598537778.706755584
350,1598537778.806191360
300,1598537778.905662976
270,1598537779.005171968
256,1598537779.104646144
224,1598537779.204640000
208,1598537779.305138176
179,1598537779.406002944
153,1598537779.506414592
132,1598537779.606367232
128,1598537779.706711296
121,1598537779.806333184
118,1598537779.905633280
115,1598537780.005582848
107,1598537780.105562112
92,1598537780.205475840
86,1598537780.305751808
82,1598537780.405933056
79,1598537780.506120960
76,1598537780.605868288
65,1598537780.705901568
334,1598537780.805660416
239,1598537780.905404928
213,1598537781.005075712
167,1598537781.105307392
145,1598537781.205114880
107,1598537781.305521408
95,1598537781.405504256
90,1598537781.506411008
79,1598537781.606811904
72,1598537781.706073088
67,1598537781.806098688
291,1598537781.905849344
228,1598537782.005111296
216,1598537782.104677120
171,1598537782.203933696
125,1598537782.303776000
116,1598537782.403616768
109,1598537782.504351488
99,1598537782.605117696
86,1598537782.705334784
83,1598537782.805580288
79,1598537782.905923584
74,1598537783.006297600
60,1598537783.106082560
330,1598537783.205560832
195,1598537783.306154240
161,1598537783.405667072
116,1598537783.505742336
112,1598537783.605858304
97,1598537783.706052608
93,1598537783.805742080
89,1598537783.905501952
85,1598537784.005579776
76,1598537784.105655296
61,1598537784.205309952
234,1598537784.305315840
202,1598537784.405661440
156,1598537784.505702656
113,1598537784.605871104
103,1598537784.706246144
94,1598537784.806565632
88,1598537784.906757376
82,1598537785.006123264
78,1598537785.106022400
73,1598537785.205513984
67,1598537785.305542144
251,1598537785.405376000
198,1598537785.505622528
168,1598537785.605367040
139,1598537785.705497088
102,1598537785.806070528
91,1598537785.906485248
81,1598537786.006719232
64,1598537786.106542592
162,1598537786.206389504
117,1598537786.306137600
82,1598537786.405736192
72,1598537786.505232896
51,1598537786.605928704
124,1598537786.706025984
87,1598537786.806337280
77,1598537786.906672640
65,1598537787.006597376
208,1598537787.106774272
123,1598537787.206150400
96,1598537787.305367296
74,1598537787.404140032
71,1598537787.503273472
62,1598537787.603091968
186,1598537787.703861760
124,1598537787.804213504
105,1598537787.905084928
98,1598537788.006030080
87,1598537788.106312704
68,1598537788.206884352
240,1598537788.307160576
167,1598537788.406425088
119,1598537788.506067456
106,1598537788.605971968
90,1598537788.706215424
76,1598537788.806700032
73,1598537788.906302464
65,1598537789.005574144
278,1598537789.105701632
207,1598537789.205716736
172,1598537789.305475584
154,1598537789.405143296
115,1598537789.504506624
105,1598537789.604044800
82,1598537789.704362496
70,1598537789.804377856
63,1598537789.904333824
413,1598537790.004423680
317,1598537790.104743936
232,1598537790.205559040
155,1598537790.306011136
134,1598537790.405946112
92,1598537790.505955328
87,1598537790.605977088
72,1598537790.705744640
72,1598537790.805619968
59,1598537790.905152000
601,1598537791.005260800
399,1598537791.104939264
346,1598537791.204888320
229,1598537791.305761024
176,1598537791.405497088
150,1598537791.505453568
145,1598537791.605575424
121,1598537791.705435136
104,1598537791.805470976
101,1598537791.905438208
89,1598537792.005658368
87,1598537792.106106624
77,1598537792.205826048
76,1598537792.305699840
69,1598537792.406008064
533,1598537792.505647872
405,1598537792.605561344
325,1598537792.705498624
269,1598537792.805049856
195,1598537792.905057792
127,1598537793.005222400
99,1598537793.105163264
93,1598537793.205214208
90,1598537793.304968960
85,1598537793.405175296
80,1598537793.505744640
59,1598537793.606008576
465,1598537793.706051328
367,1598537793.805989376
273,1598537793.905877504
245,1598537794.005431296
206,1598537794.105453568
189,1598537794.205174784
162,1598537794.305380608
135,1598537794.405334016
107,1598537794.505532416
97,1598537794.606045184
75,1598537794.706051328
69,1598537794.806031616
461,1598537794.905613824
337,1598537795.004899328
214,1598537795.104651776
190,1598537795.204541440
153,1598537795.304928512
135,1598537795.405056768
104,1598537795.505352192
102,1598537795.605513728
79,1598537795.705525504
75,1598537795.805574144
64,1598537795.905465600
405,1598537796.005631488
324,1598537796.105413120
256,1598537796.205438208
216,1598537796.305506304
172,1598537796.405775360
162,1598537796.505989888
154,1598537796.606038784
146,1598537796.706076416
122,1598537796.805901056
122,1598537796.905578752
120,1598537797.005050368
104,1598537797.104736512
96,1598537797.204630272
90,1598537797.304825088
70,1598537797.404663808
64,1598537797.505259264
370,1598537797.604844544
277,1598537797.705257216
251,1598537797.806070016
227,1598537797.906188032
208,1598537798.006680576
174,1598537798.106158336
170,1598537798.205961472
149,1598537798.305558272
138,1598537798.404888832
131,1598537798.504355840
117,1598537798.604901376
113,1598537798.705291776
103,1598537798.805742592
99,1598537798.905930240
98,1598537799.006003456
90,1598537799.106306304
80,1598537799.206419456
78,1598537799.306163456
72,1598537799.405828352
70,1598537799.505037824
69,1598537799.604370944
273,1598537799.704838400
205,1598537799.804289536
155,1598537799.904848128
148,1598537800.005397504
128,1598537800.105732864
122,1598537800.205579264
111,1598537800.305907712
107,1598537800.406046464
96,1598537800.505889792
82,1598537800.605424384
76,1598537800.704962048
75,1598537800.805070336
74,1598537800.904950272
67,1598537801.005388544
373,1598537801.106251264
221,1598537801.206265344
192,1598537801.306394368
181,1598537801.406593024
145,1598537801.506210816
121,1598537801.605917952
117,1598537801.705295360
113,1598537801.805335040
107,1598537801.905219840
103,1598537802.004895232
86,1598537802.105100544
85,1598537802.205552384
84,1598537802.306134784
82,1598537802.406072832
77,1598537802.505910784
76,1598537802.605871104
70,1598537802.705610496
67,1598537802.804967168
432,1598537802.905359872
344,1598537803.005053440
267,1598537803.104939776
189,1598537803.205152256
153,1598537803.305573120
143,1598537803.405930496
140,1598537803.505833216
125,1598537803.606067968
117,1598537803.706109952
110,1598537803.805591296
97,1598537803.905563392
92,1598537804.005771264
88,1598537804.105665024
85,1598537804.205286912
76,1598537804.305697024
70,1598537804.405854464
67,1598537804.506122752
393,1598537804.606505728
245,1598537804.706278656
176,1598537804.806138880
137,1598537804.905960960
113,1598537805.006039808
91,1598537805.106184448
86,1598537805.206210816
75,1598537805.306289152
73,1598537805.405986048
72,1598537805.506650112
63,1598537805.606860032
446,1598537805.706420224
314,1598537805.806122752
227,1598537805.905701120
183,1598537806.005432320
144,1598537806.105006848
114,1598537806.205702656
111,1598537806.305785088
97,1598537806.405824256
91,1598537806.506331648
80,1598537806.606594560
73,1598537806.706674944
62,1598537806.806473728
427,1598537806.906237696
284,1598537807.006103296
239,1598537807.105684480
202,1598537807.205030144
179,1598537807.305186560
160,1598537807.405106176
146,1598537807.505007872
134,1598537807.605375232
127,1598537807.705949952
105,1598537807.806444032
99,1598537807.906814720
95,1598537808.007012096
89,1598537808.106845440
82,1598537808.206546944
67,1598537808.306234368
536,1598537808.406489088
426,1598537808.506336256
